CÓDIGO;MULTIPLICADOR;NÚMERO BASE (NB);A;B;TERMINACIONES;DURACIÓN TOTAL NB;PATRÓN 1;PATRÓN 2;PATRÓN 3;DONDE EMPIEZA;;
8237;135;1111995;798989;313006;237;22239900;20814899;19389898;-;18203;1064302;3601298
0073;137;10001;7008;2993;073;1000100;927100;-;-;2298;44200;117200
2927;137;400999;280992;120007;927;40099900;37172900;-;-;13200;891300;3818300
4073;137;558001;391008;166993;073;55800100;51727100;-;-;409295;348200;4421200
4219;137;578003;135008;442995;219;19652102;18053101;-;-;269298;1269201;2290199
5927;137;811999;568992;243007;927;81199900;75272900;-;-;394204;5420300;11347300
6073;137;832001;583008;248993;073;83200100;77127100;-;-;695297;5013200;11086200
6781;137;928997;216992;712005;781;31585898;29015899;-;-;340202;1947299;3588301
7219;137;989003;231008;757995;219;33626102;30890101;-;-;576292;1529200;4265201
7927;137;1085999;760992;325007;927;108599900;100672900;-;-;638202;5188300;13115300
8219;137;1126003;263008;862995;219;38284102;35169101;-;-;212296;171201;2160199
9781;137;1339997;312992;1027005;781;45559898;41852899;-;-;960200;1938300;5645299
1471;138;202998;177991;25007;471;10149900;9515899;8678900;-;157205;76300;710301
3529;138;487002;427009;59993;529;24350100;22829101;20821100;-;406293;699200;2220199
5471;138;754998;661991;93007;471;37749900;35391899;32278900;-;393200;940300;3298301
6529;138;901002;790009;110993;529;45050100;42236101;38521100;-;327298;1881200;4695199
7529;138;1039002;911009;127993;529;51950100;48705101;44421100;-;603298;2395200;5640199
0223;139;30997;28990;2007;223;1022901;958900;-;-;27203;55301;150299
1223;139;169997;158990;11007;223;5609901;5258900;-;-;160200;144301;665299
1259;139;175001;141008;33993;259;17500100;16241100;-;-;1296;827200;2086200
1741;139;241999;194992;47007;741;24199900;22458900;-;-;240205;1624300;3365300
1777;139;247003;231010;15993;777;8151099;7641100;-;-;117299;341201;851200
2741;139;380999;306992;74007;741;38099900;35358900;-;-;293204;2091300;4832300
2777;139;386003;361010;24993;777;12738099;11941100;-;-;233295;172201;969200
3259;139;453001;365008;87993;259;45300100;42041100;-;-;254299;1033200;4292200
4259;139;592001;477008;114993;259;59200100;54941100;-;-;315293;626200;4885200
5741;139;797999;642992;155007;741;79799900;74058900;-;-;80201;1452300;7193300
7741;139;1075999;866992;209007;741;107599900;99858900;-;-;913205;7067300;14808300
8741;139;1214999;978992;236007;741;121499900;112758900;-;-;760204;6494300;15235300
0461;141;65001;59008;5993;461;6500100;6039100;5578100;-;35298;119200;580200
2539;141;357999;324992;33007;539;35799900;33260900;30721900;-;171204;1349300;3888300
3461;141;488001;443008;44993;461;48800100;45339100;41878100;-;372299;514200;3975200
3539;141;498999;452992;46007;539;49899900;46360900;42821900;-;426201;571300;4110300
8461;141;1193001;1083008;109993;461;119300100;110839100;102378100;-;986298;2526200;10987200
8539;141;1203999;1092992;111007;539;120399900;111860900;103321900;-;1105202;2659300;11198300
9461;141;1334001;1211008;122993;461;133400100;123939100;114478100;-;393293;8785200;18246200
9539;141;1344999;1220992;124007;539;134499900;124960900;115421900;-;395200;8980300;18519300
0331;142;47002;46009;993;331;2350100;2208101;-;-;37293;3200;145199
1669;142;236998;231991;5007;669;11849900;11133899;-;-;229203;536299;1252300
3331;142;473002;463009;9993;331;23650100;22221101;-;-;385296;998200;2427199
5669;142;804998;787991;17007;669;40249900;37817899;-;-;13208;234299;2666300
7331;142;1041002;1019009;21993;331;52050100;48905101;-;-;899293;144200;3289199
7669;142;1088998;1065991;23007;669;54449900;51159899;-;-;33206;2533300;5823301
8669;142;1230998;1204991;26007;669;61549900;57830899;-;-;46205;2872299;6591300
1021;143;146003;49008;96995;021;4964102;4575101;4186100;-;142296;186199;575200
1979;143;282997;94992;188005;979;9621898;8867899;8113900;-;5204;90301;844300
1993;143;284999;1993;283006;993;28499900;26506900;24513900;-;163206;1275300;3268300
4007;143;573001;4007;568994;007;57300100;53293100;49286100;-;489294;2725200;6732200
4021;143;575003;193008;381995;021;19550102;18018101;16486100;-;347293;1095199;2627200
4993;143;713999;4993;709006;993;71399900;66406900;61413900;-;174205;2246300;7239300
5021;143;718003;241008;476995;021;24412102;22499101;20586100;-;107298;323201;1518199
6007;143;859001;6007;852994;007;85900100;79893100;73886100;-;547297;1322200;7329200
7993;143;1142999;7993;1135006;993;114299900;106306900;98313900;-;1046203;2077300;10070300
9007;143;1288001;9007;1278994;007;128800100;119793100;110786100;-;397298;271200;9278200
0269;145;39005;32011;6994;269;780100;734101;-;-;24298;5199;51198
2269;145;329005;270011;58994;269;6580100;6192101;-;-;275297;114198;502197
2731;145;395995;324989;71006;731;7919900;7452899;-;-;343204;545298;1012299
6269;145;909005;746011;162994;269;18180100;17108101;-;-;77296;1613201;2685200
8269;145;1199005;984011;214994;269;23980100;22566101;-;-;358295;970201;2384200
8731;145;1265995;1038989;227006;731;25319900;23826899;-;-;189200;1062300;2555301
1637;146;239002;18007;220995;637;11950100;11251101;-;-;113296;100200;799199
3637;146;531002;40007;490995;637;26550100;24997101;-;-;466299;1459200;3012199
4363;146;636998;47993;589005;363;31849900;29986899;-;-;409205;1011299;2874300
4637;146;677002;51007;625995;637;33850100;31870101;-;-;367296;330200;2310199
6637;146;969002;73007;895995;637;48450100;45616101;-;-;917299;2729200;5563199
8363;146;1220998;91993;1129005;363;61049900;57478899;-;-;550201;2833300;6404301
1483;147;218001;43007;174994;483;21800100;20317100;18834100;17351100;86295;138200;1621200
3517;147;516999;101993;415006;517;51699900;48182900;44665900;41148900;386201;1958300;5475300
4483;147;659001;130007;528994;483;65900100;61417100;56934100;52451100;543294;1359200;5842200
4517;147;663999;130993;533006;517;66399900;61882900;57365900;52848900;148202;2831300;7348300
5483;147;806001;159007;646994;483;80600100;75117100;69634100;64151100;242293;2046200;7529200
7517;147;1104999;217993;887006;517;110499900;102982900;95465900;87948900;720203;6290300;13807300
0047;149;7003;3008;3995;047;238102;220101;-;-;2298;6199;24200
0349;149;52001;15007;36994;349;5200100;4851100;-;-;38295;333200;682200
0953;149;141997;60992;81005;953;4827898;4462899;-;-;38205;36299;401298
2953;149;439997;188992;251005;953;14959898;13828899;-;-;381202;626301;1757300
4349;149;648001;187007;460994;349;64800100;60451100;-;-;129295;3804200;8153200
4651;149;692999;199993;493006;651;69299900;64648900;-;-;215201;1373300;6024300
5651;149;841999;242993;599006;651;84199900;78548900;-;-;719202;2968300;8619300
5953;149;886997;380992;506005;953;30157898;27877899;-;-;42206;30300;2310299
6047;149;901003;387008;513995;047;30634102;28318101;-;-;622296;2025200;4341201
7349;149;1095001;316007;778994;349;109500100;102151100;-;-;130297;4150200;11499200
9349;149;1393001;402007;990994;349;139300100;129951100;-;-;287294;231200;9580200
2351;151;355001;134007;220994;351;35500100;33149100;-;-;266297;1096200;3447200
4649;151;701999;264993;437006;649;70199900;65550900;-;-;668200;203300;4852300
5351;151;808001;305007;502994;351;80800100;75449100;-;-;563299;836200;6187200
7351;151;1110001;419007;690994;351;111000100;103649100;-;-;825296;4530200;11881200
7649;151;1154999;435993;719006;649;115499900;107850900;-;-;602205;5612300;13261300
9649;151;1456999;549993;907006;649;145699900;136050900;-;-;1377201;1869300;11518300
4817;153;737001;342007;394994;817;73700100;68883100;64066100;-;625294;3602200;8419200
7817;153;1196001;555007;640994;817;119600100;111783100;103966100;-;819299;7487200;15304200
9817;153;1502001;697007;804994;817;150200100;140383100;130566100;-;901298;960200;10777200
0487;154;74998;18993;56005;487;3749900;3543899;3262900;3056899;43201;264299;470300
1487;154;228998;57993;171005;487;11449900;10820899;9962900;9333899;41204;316299;945300
4513;154;695002;176007;518995;513;34750100;32841101;30237100;28328101;344296;484199;2393198
7487;154;1152998;291993;861005;487;57649900;54482899;50162900;46995899;357204;1742299;4909300
8513;154;1311002;332007;978995;513;65550100;61949101;57037100;53436101;215293;3101200;6702199
0071;155;11005;10011;994;071;220100;208101;-;-;8297;12202;24201
0929;155;143995;130989;13006;929;2879900;2722899;-;-;25203;76298;233299
3929;155;608995;553989;55006;929;12179900;11515899;-;-;460203;676298;1340299
8929;155;1383995;1258989;125006;929;27679900;26170899;-;-;876202;2876298;4385299
9929;155;1538995;1399989;139006;929;30779900;29101899;-;-;1272202;279302;3496298
0293;157;46001;29007;16994;293;4600100;4307100;-;-;36299;170200;463200
2293;157;360001;227007;132994;293;36000100;33707100;-;-;82295;277200;2570200
2707;157;424999;267993;157006;707;42499900;39792900;-;-;195201;1432300;4139300
8293;157;1302001;821007;480994;293;130200100;121907100;-;-;1052298;6144200;14437200
8707;157;1366999;861993;505006;707;136699900;127992900;-;-;558205;1298300;10005300
9293;157;1459001;920007;538994;293;145900100;136607100;-;-;770296;101200;9394200
0019;158;3002;1007;1995;019;150100;142101;-;-;2295;2200;10199
1019;158;161002;54007;106995;019;8050100;7621101;-;-;132296;127201;556200
3019;158;477002;160007;316995;019;23850100;22579101;-;-;446298;1225200;2496199
4019;158;635002;213007;421995;019;31750100;30058101;-;-;630299;1667201;3359200
5981;158;944998;316993;628005;981;47249900;44731899;-;-;886204;856299;3374300
7019;158;1109002;372007;736995;019;55450100;52495101;-;-;918295;883200;3838199
0239;159;38001;27007;10994;239;3800100;3561100;3322100;-;1297;139200;378200
0761;159;120999;85993;35006;761;12099900;11338900;10577900;-;36200;112300;873300
2239;159;356001;253007;102994;239;35600100;33361100;31122100;-;238296;1886200;4125200
3761;159;597999;424993;173006;761;59799900;56038900;52277900;-;536205;141300;3902300
6761;159;1074999;763993;311006;761;107499900;100738900;93977900;-;220205;6271300;13032300
8761;159;1392999;989993;403006;761;139299900;130538900;121777900;-;767200;1643300;10404300
9239;159;1469001;1044007;424994;239;146900100;137661100;128422100;-;364293;2332200;11571200
1559;161;250999;197993;53006;559;25099900;23540900;21981900;-;70201;165300;1724300
2441;161;393001;310007;82994;441;39300100;36859100;34418100;-;129299;278200;2719200
3559;161;572999;451993;121006;559;57299900;53740900;50181900;-;217205;2726300;6285300
4441;161;715001;564007;150994;441;71500100;67059100;62618100;-;306295;3437200;7878200
5441;161;876001;691007;184994;441;87600100;82159100;76718100;-;326296;3286200;8727200
7559;161;1216999;959993;257006;559;121699900;114140900;106581900;-;189201;650300;8209300
0179;162;28998;11993;17005;179;1449900;1374899;1270900;-;23203;34301;138300
0821;162;133002;55007;77995;821;6650100;6306101;5829100;-;78298;129200;473199
2179;162;352998;145993;207005;179;17649900;16736899;15470900;-;60205;548301;1814300
3821;162;619002;256007;362995;821;30950100;29349101;27129100;-;89296;945200;2546199
5179;162;838998;346993;492005;179;41949900;39779899;36770900;-;117200;2608299;4778300
5821;162;943002;390007;552995;821;47150100;44711101;41329100;-;485296;1789200;4228199
8179;162;1324998;547993;777005;179;66249900;62822899;58070900;-;921200;103300;3530301
8821;162;1429002;591007;837995;821;71450100;67754101;62629100;-;100294;3505200;7201199
0227;163;37001;32007;4994;227;3700100;3473100;-;-;3293;194200;421200
0773;163;125999;108993;17006;773;12599900;11826900;-;-;11200;552300;1325300
5227;163;852001;737007;114994;227;85200100;79973100;-;-;86297;1074200;6301200
9227;163;1504001;1301007;202994;227;150400100;141173100;-;-;69294;6325200;15552200
0503;165;82995;81989;1006;503;1659900;1575899;1491898;1324902;68201;1302;85303
2503;165;412995;407989;5006;503;8259900;7841899;7423898;6592902;189201;687298;1105299
5503;165;907995;896989;11006;503;18159900;17240899;16321898;14494902;845205;102300;1021301
9497;165;1567005;1548011;18994;497;31340100;29754101;28168102;25015098;317294;621198;2207197
1753;166;290998;141993;149005;753;14549900;13818899;-;-;28205;375299;1106300
2753;166;456998;222993;234005;753;22849900;21701899;-;-;190204;278300;1426301
6247;166;1037002;506007;530995;247;51850100;49245101;-;-;299293;1536199;5178200
7247;166;1203002;587007;615995;247;60150100;57128101;-;-;115299;2166200;5188199
7753;166;1286998;627993;659005;753;64349900;61116899;-;-;16203;264299;3497300
8753;166;1452998;708993;744005;753;72649900;68999899;-;-;482202;2959301;8062300
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
